,season,league_name,player,nationality,position,team,age,birth_year,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions
21,2019-2020,Bundesliga-Stats,Jiří Pavlenka,cz CZE,GK,Werder Bremen,27,1992,33.0,33.0,2970.0,33.0,67.0,2.03,169.0,105.0,60.9,8.0,6.0,19.0,4.0,12.1,1.0,1.0,0.0,0.0,0.0,1.0,11.0,3.0,49.5,0.29,-14.5,-0.44,198.0,490.0,40.4,894.0,152.0,37.6,35.0,298.0,51.7,41.7,593.0,12.0,2.0,30.0,0.91,14.0
22,2019-2020,Bundesliga-Stats,Philipp Pentke,de GER,GK,Hoffenheim,34,1985,4.0,4.0,360.0,4.0,4.0,1.0,21.0,17.0,85.7,2.0,0.0,2.0,1.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.25,2.2,0.55,13.0,46.0,28.3,133.0,26.0,27.1,30.5,30.0,33.3,37.9,80.0,4.0,5.0,11.0,2.75,17.0
23,2019-2020,Bundesliga-Stats,Pavao Pervan,at AUT,GK,Wolfsburg,31,1987,8.0,8.0,720.0,8.0,8.0,1.0,37.0,30.0,81.1,2.0,4.0,2.0,3.0,37.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.28,3.4,0.42,48.0,120.0,40.0,202.0,37.0,44.1,36.4,62.0,50.0,44.0,104.0,3.0,2.9,12.0,1.5,16.3
24,2019-2020,Bundesliga-Stats,Frederik Rønnow,dk DEN,GK,Eint Frankfurt,26,1992,9.0,9.0,810.0,9.0,14.0,1.56,49.0,35.0,75.5,2.0,3.0,4.0,1.0,11.1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,0.26,0.3,0.04,78.0,172.0,45.3,280.0,37.0,48.9,37.9,62.0,56.5,45.0,116.0,4.0,3.4,11.0,1.22,17.4
25,2019-2020,Bundesliga-Stats,Markus Schubert,de GER,GK,Schalke 04,21,1998,9.0,8.0,742.0,8.2,18.0,2.18,55.0,37.0,70.9,1.0,3.0,4.0,2.0,25.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,18.5,0.31,0.5,0.06,44.0,155.0,28.4,252.0,29.0,46.0,37.6,60.0,65.0,46.4,149.0,6.0,4.0,8.0,0.97,12.7
26,2019-2020,Bundesliga-Stats,Alexander Schwolow,de GER,GK,Freiburg,27,1992,24.0,24.0,2091.0,23.2,32.0,1.38,118.0,86.0,75.4,9.0,6.0,9.0,4.0,16.7,3.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,31.9,0.25,-0.1,0.0,153.0,429.0,35.7,726.0,120.0,34.4,34.3,249.0,71.9,55.1,381.0,13.0,3.4,14.0,0.6,12.9
27,2019-2020,Bundesliga-Stats,Dennis Smarsch,de GER,GK,Hertha BSC,20,1999,2.0,1.0,151.0,1.7,4.0,2.38,11.0,7.0,63.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.3,0.21,-1.7,-0.99,10.0,26.0,38.5,53.0,8.0,30.2,32.7,16.0,62.5,45.1,15.0,1.0,6.7,3.0,1.79,12.9
28,2019-2020,Bundesliga-Stats,Yann Sommer,ch SUI,GK,M'Gladbach,30,1988,34.0,34.0,3060.0,34.0,40.0,1.18,158.0,117.0,75.3,20.0,5.0,9.0,7.0,20.6,2.0,1.0,1.0,0.0,50.0,1.0,3.0,0.0,47.5,0.29,7.5,0.22,180.0,418.0,43.1,1263.0,169.0,25.7,29.8,282.0,33.3,34.6,501.0,13.0,2.6,49.0,1.44,16.9
29,2019-2020,Bundesliga-Stats,Zack Steffen,us USA,GK,Düsseldorf,24,1995,17.0,17.0,1530.0,17.0,36.0,2.12,99.0,63.0,64.6,4.0,3.0,10.0,2.0,11.8,2.0,1.0,1.0,0.0,50.0,1.0,4.0,1.0,32.5,0.32,-2.5,-0.15,129.0,296.0,43.6,472.0,102.0,42.6,36.9,144.0,66.0,51.2,264.0,14.0,5.3,16.0,0.94,12.9
30,2019-2020,Bundesliga-Stats,Niclas Thiede,de GER,GK,Freiburg,20,1999,1.0,0.0,69.0,0.8,1.0,1.3,4.0,3.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.39,0.5,0.72,1.0,9.0,11.1,34.0,11.0,26.5,29.2,7.0,0.0,21.1,13.0,0.0,0.0,1.0,1.32,18.0
31,2019-2020,Bundesliga-Stats,Kevin Trapp,de GER,GK,Eint Frankfurt,29,1990,22.0,22.0,1980.0,22.0,38.0,1.73,105.0,69.0,64.8,11.0,3.0,8.0,4.0,18.2,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,32.1,0.3,-3.9,-0.18,153.0,359.0,42.6,792.0,89.0,36.7,33.2,145.0,46.9,39.7,261.0,15.0,5.7,32.0,1.45,16.1
32,2019-2020,Bundesliga-Stats,Sven Ulreich,de GER,GK,Bayern Munich,30,1988,2.0,2.0,90.0,1.0,1.0,1.0,3.0,2.0,66.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.42,0.1,0.12,2.0,7.0,28.6,42.0,5.0,14.3,24.0,10.0,10.0,20.4,11.0,0.0,0.0,1.0,1.0,14.3
33,2019-2020,Bundesliga-Stats,Felix Wiedwald,de GER,GK,Eint Frankfurt,29,1990,3.0,3.0,270.0,3.0,8.0,2.67,20.0,12.0,60.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.5,0.27,-2.5,-0.85,22.0,40.0,55.0,77.0,15.0,35.1,33.2,24.0,54.2,40.5,41.0,1.0,2.4,5.0,1.67,13.5
34,2019-2020,Bundesliga-Stats,Robin Zentner,de GER,GK,Mainz 05,24,1994,22.0,22.0,1935.0,21.5,40.0,1.86,115.0,75.0,66.1,8.0,2.0,12.0,3.0,13.6,2.0,1.0,1.0,0.0,50.0,0.0,6.0,1.0,36.6,0.31,-2.4,-0.11,129.0,389.0,33.2,594.0,146.0,44.8,36.8,197.0,62.4,49.2,347.0,20.0,5.8,17.0,0.79,13.6
35,2019-2020,Bundesliga-Stats,Leopold Zingerle,de GER,GK,Paderborn 07,25,1994,28.0,28.0,2520.0,28.0,57.0,2.04,152.0,96.0,64.5,4.0,7.0,17.0,5.0,17.9,4.0,3.0,1.0,0.0,25.0,3.0,6.0,2.0,48.5,0.3,-6.5,-0.23,132.0,287.0,46.0,978.0,188.0,22.9,29.0,233.0,27.0,29.9,454.0,9.0,2.0,22.0,0.79,13.3
0,2018-2019,Bundesliga-Stats,Oliver Baumann,de GER,GK,Hoffenheim,28,1990,33.0,33.0,2970.0,33.0,51.0,1.55,166.0,116.0,72.9,12.0,12.0,9.0,5.0,15.2,6.0,6.0,0.0,0.0,0.0,1.0,4.0,1.0,47.5,0.26,-2.5,-0.08,164.0,397.0,41.3,1036.0,191.0,28.8,29.3,248.0,39.9,39.4,441.0,14.0,3.2,58.0,1.76,18.0
1,2018-2019,Bundesliga-Stats,Fabian Bredlow,de GER,GK,Nürnberg,23,1995,14.0,12.0,1127.0,12.5,28.0,2.24,61.0,32.0,54.1,2.0,3.0,7.0,2.0,16.7,2.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,22.0,0.36,-6.0,-0.48,61.0,188.0,32.4,352.0,46.0,37.5,32.9,119.0,47.1,43.0,171.0,1.0,0.6,10.0,0.8,12.7
2,2018-2019,Bundesliga-Stats,Roman Bürki,ch SUI,GK,Dortmund,27,1990,32.0,32.0,2880.0,32.0,40.0,1.25,128.0,88.0,71.9,21.0,7.0,4.0,10.0,31.3,4.0,4.0,0.0,0.0,0.0,1.0,6.0,0.0,39.0,0.28,-1.0,-0.03,140.0,428.0,32.7,852.0,171.0,33.3,32.9,222.0,64.9,48.7,425.0,18.0,4.2,36.0,1.13,15.1
3,2018-2019,Bundesliga-Stats,Koen Casteels,be BEL,GK,Wolfsburg,26,1992,26.0,26.0,2295.0,25.5,39.0,1.53,119.0,79.0,70.6,11.0,6.0,9.0,8.0,30.8,5.0,4.0,1.0,0.0,20.0,3.0,1.0,0.0,40.0,0.31,1.0,0.04,194.0,420.0,46.2,981.0,148.0,31.9,33.8,200.0,53.5,45.8,398.0,21.0,5.3,26.0,1.02,14.4
4,2018-2019,Bundesliga-Stats,Jaroslav Drobný,cz CZE,GK,Düsseldorf,38,1979,2.0,2.0,180.0,2.0,3.0,1.5,9.0,6.0,66.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.32,-0.4,-0.19,10.0,19.0,52.6,27.0,5.0,51.9,39.4,10.0,50.0,39.5,16.0,3.0,18.8,3.0,1.5,16.3
5,2018-2019,Bundesliga-Stats,Michael Esser,de GER,GK,Hannover 96,30,1987,32.0,32.0,2880.0,32.0,66.0,2.06,214.0,148.0,71.5,5.0,6.0,21.0,5.0,15.6,6.0,5.0,1.0,0.0,16.7,1.0,10.0,1.0,60.8,0.26,-4.2,-0.13,299.0,609.0,49.1,943.0,144.0,46.2,36.9,295.0,58.6,43.3,551.0,24.0,4.4,38.0,1.19,14.6
6,2018-2019,Bundesliga-Stats,Ralf Fährmann,de GER,GK,Schalke 04,29,1988,17.0,16.0,1469.0,16.3,26.0,1.59,83.0,58.0,71.1,4.0,3.0,9.0,3.0,18.8,2.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,22.8,0.27,-2.2,-0.14,103.0,233.0,44.2,394.0,71.0,40.6,36.4,120.0,60.8,45.8,198.0,10.0,5.1,21.0,1.29,14.7
7,2018-2019,Bundesliga-Stats,Mark Flekken,nl NED,GK,Freiburg,25,1993,1.0,1.0,90.0,1.0,1.0,1.0,5.0,4.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.18,-0.1,-0.11,5.0,11.0,45.5,24.0,1.0,37.5,38.1,5.0,40.0,44.6,7.0,0.0,0.0,0.0,0.0,15.5
8,2018-2019,Bundesliga-Stats,Fabian Giefer,de GER,GK,Augsburg,28,1990,4.0,4.0,360.0,4.0,7.0,1.75,19.0,12.0,63.2,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.5,0.29,-1.5,-0.38,28.0,61.0,45.9,88.0,16.0,48.9,39.3,29.0,62.1,47.7,54.0,3.0,5.6,1.0,0.25,10.1
9,2018-2019,Bundesliga-Stats,Péter Gulácsi,hu HUN,GK,RB Leipzig,28,1990,33.0,33.0,2925.0,32.5,27.0,0.83,117.0,91.0,80.3,19.0,9.0,5.0,15.0,45.5,5.0,4.0,0.0,1.0,0.0,1.0,4.0,1.0,37.9,0.3,11.9,0.37,236.0,588.0,40.1,797.0,124.0,50.6,39.6,223.0,83.0,56.2,379.0,16.0,4.2,57.0,1.75,19.5
10,2018-2019,Bundesliga-Stats,Marwin Hitz,ch SUI,GK,Dortmund,30,1987,2.0,2.0,180.0,2.0,4.0,2.0,6.0,2.0,33.3,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.4,0.4,-1.6,-0.79,6.0,19.0,31.6,51.0,6.0,25.5,31.0,13.0,46.2,43.1,33.0,1.0,3.0,2.0,1.0,12.0
11,2018-2019,Bundesliga-Stats,Lukáš Hrádecký,fi FIN,GK,Leverkusen,28,1989,32.0,32.0,2880.0,32.0,47.0,1.47,127.0,81.0,65.4,18.0,4.0,10.0,9.0,28.1,4.0,3.0,1.0,0.0,25.0,2.0,9.0,2.0,38.2,0.27,-6.8,-0.21,199.0,438.0,45.4,1160.0,162.0,29.1,31.8,193.0,52.3,41.6,401.0,10.0,2.5,51.0,1.59,18.5
12,2018-2019,Bundesliga-Stats,Rune Jarstein,no NOR,GK,Hertha BSC,33,1984,31.0,31.0,2745.0,30.5,48.0,1.57,143.0,96.0,67.8,9.0,10.0,12.0,8.0,25.8,4.0,2.0,1.0,1.0,33.3,1.0,6.0,2.0,45.3,0.3,-0.7,-0.02,329.0,755.0,43.6,874.0,97.0,58.1,40.8,279.0,88.5,57.7,496.0,31.0,6.3,29.0,0.95,14.2
13,2018-2019,Bundesliga-Stats,Stefanos Kapino,gr GRE,GK,Werder Bremen,24,1994,1.0,0.0,45.0,0.5,1.0,2.0,3.0,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.18,-0.5,-0.98,0.0,4.0,0.0,13.0,7.0,23.1,28.5,3.0,33.3,39.7,8.0,0.0,0.0,0.0,0.0,12.0
14,2018-2019,Bundesliga-Stats,Gregor Kobel,ch SUI,GK,Hoffenheim,20,1997,1.0,1.0,90.0,1.0,1.0,1.0,7.0,6.0,100.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.1,0.6,0.62,14.0,27.0,51.9,37.0,3.0,59.5,44.6,5.0,100.0,64.4,21.0,1.0,4.8,2.0,2.0,15.5
15,2018-2019,Bundesliga-Stats,Gregor Kobel,ch SUI,GK,Augsburg,20,1997,16.0,16.0,1390.0,15.4,42.0,2.72,93.0,51.0,55.9,4.0,2.0,10.0,3.0,18.8,2.0,1.0,1.0,0.0,50.0,1.0,5.0,1.0,34.6,0.36,-6.4,-0.42,74.0,221.0,33.5,407.0,71.0,38.1,33.4,119.0,55.5,45.7,216.0,10.0,4.6,16.0,1.04,14.6
16,2018-2019,Bundesliga-Stats,Thomas Kraft,de GER,GK,Hertha BSC,30,1988,4.0,3.0,315.0,3.5,9.0,2.57,16.0,7.0,56.3,2.0,0.0,1.0,1.0,33.3,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.32,-2.2,-0.62,40.0,81.0,49.4,93.0,7.0,58.1,38.8,30.0,90.0,56.1,40.0,2.0,5.0,1.0,0.29,13.3
17,2018-2019,Bundesliga-Stats,Andreas Luthe,de GER,GK,Augsburg,31,1987,15.0,14.0,1310.0,14.6,22.0,1.51,78.0,57.0,71.8,3.0,5.0,6.0,2.0,14.3,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,20.7,0.27,-0.3,-0.02,76.0,209.0,36.4,353.0,56.0,42.8,36.9,128.0,45.3,38.1,200.0,3.0,1.5,9.0,0.62,13.7
18,2018-2019,Bundesliga-Stats,Christian Mathenia,de GER,GK,Nürnberg,26,1992,22.0,22.0,1933.0,21.5,40.0,1.86,118.0,80.0,67.8,1.0,7.0,14.0,2.0,9.1,2.0,2.0,0.0,0.0,0.0,1.0,6.0,2.0,31.5,0.25,-6.5,-0.3,170.0,473.0,35.9,665.0,92.0,47.7,39.0,218.0,71.6,53.5,462.0,9.0,1.9,10.0,0.47,9.6
19,2018-2019,Bundesliga-Stats,Florian Müller,de GER,GK,Mainz 05,20,1997,24.0,24.0,2160.0,24.0,43.0,1.79,124.0,81.0,67.7,8.0,3.0,13.0,5.0,20.8,4.0,3.0,0.0,1.0,0.0,0.0,6.0,0.0,39.0,0.3,-4.0,-0.17,157.0,424.0,37.0,629.0,105.0,42.3,37.7,205.0,77.1,55.1,356.0,12.0,3.4,25.0,1.04,15.0
20,2018-2019,Bundesliga-Stats,Yvon Mvogo,ch SUI,GK,RB Leipzig,24,1994,2.0,1.0,135.0,1.5,2.0,1.33,4.0,2.0,75.0,0.0,0.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.19,-0.2,-0.17,5.0,10.0,50.0,25.0,4.0,32.0,35.1,6.0,33.3,35.3,10.0,0.0,0.0,2.0,1.33,14.2
21,2018-2019,Bundesliga-Stats,Manuel Neuer,de GER,GK,Bayern Munich,32,1986,26.0,26.0,2303.0,25.6,23.0,0.9,56.0,34.0,64.3,20.0,3.0,3.0,10.0,38.5,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,19.8,0.31,-2.2,-0.08,92.0,210.0,43.8,794.0,114.0,23.8,28.8,128.0,16.4,31.3,188.0,10.0,5.3,44.0,1.72,20.6
22,2018-2019,Bundesliga-Stats,Alexander Nübel,de GER,GK,Schalke 04,21,1996,18.0,18.0,1588.0,17.6,29.0,1.64,83.0,53.0,68.7,4.0,6.0,8.0,4.0,22.2,4.0,3.0,1.0,0.0,25.0,0.0,0.0,0.0,29.9,0.32,0.9,0.05,113.0,274.0,41.2,385.0,56.0,43.9,36.7,134.0,78.4,53.3,229.0,11.0,4.8,11.0,0.62,13.6
23,2018-2019,Bundesliga-Stats,Ramazan Özcan,at AUT,GK,Leverkusen,34,1984,2.0,2.0,180.0,2.0,5.0,2.5,12.0,7.0,66.7,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,50.0,0.0,1.0,1.0,4.9,0.24,0.9,0.43,12.0,38.0,31.6,54.0,7.0,53.7,40.5,14.0,64.3,47.8,23.0,1.0,4.3,2.0,1.0,10.9
24,2018-2019,Bundesliga-Stats,Jiří Pavlenka,cz CZE,GK,Werder Bremen,26,1992,34.0,34.0,2978.0,33.1,47.0,1.42,153.0,106.0,71.2,14.0,11.0,9.0,5.0,14.7,4.0,3.0,0.0,1.0,0.0,2.0,5.0,0.0,47.1,0.3,0.1,0.0,211.0,495.0,42.6,925.0,160.0,36.4,34.8,304.0,52.0,43.1,494.0,13.0,2.6,25.0,0.76,13.4
25,2018-2019,Bundesliga-Stats,Pavao Pervan,at AUT,GK,Wolfsburg,30,1987,10.0,8.0,765.0,8.5,11.0,1.29,40.0,29.0,72.5,5.0,1.0,2.0,1.0,12.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.9,0.3,0.9,0.1,67.0,140.0,47.9,270.0,38.0,34.4,34.0,75.0,62.7,48.9,132.0,3.0,2.3,2.0,0.24,10.9
26,2018-2019,Bundesliga-Stats,Luca Plogmann,de GER,GK,Werder Bremen,18,2000,1.0,0.0,37.0,0.4,1.0,2.43,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.05,2.0,2.0,100.0,3.0,2.0,0.0,14.3,3.0,66.7,45.7,8.0,0.0,0.0,0.0,0.0,0.0
27,2018-2019,Bundesliga-Stats,Michael Rensing,de GER,GK,Düsseldorf,34,1984,32.0,32.0,2880.0,32.0,62.0,1.94,170.0,108.0,67.6,12.0,5.0,15.0,5.0,15.6,7.0,7.0,0.0,0.0,0.0,1.0,7.0,0.0,54.3,0.3,-7.7,-0.24,223.0,563.0,39.6,688.0,147.0,43.2,36.7,318.0,83.6,54.9,537.0,27.0,5.0,3.0,0.09,9.2
28,2018-2019,Bundesliga-Stats,Frederik Rønnow,dk DEN,GK,Eint Frankfurt,25,1992,2.0,1.0,122.0,1.4,0.0,0.0,7.0,7.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.7,0.52,20.0,40.0,50.0,42.0,3.0,66.7,44.6,13.0,92.3,59.9,16.0,1.0,6.3,0.0,0.0,9.0
29,2018-2019,Bundesliga-Stats,Samuel Şahin-Radlinger,at AUT,GK,Hannover 96,25,1992,1.0,1.0,90.0,1.0,2.0,2.0,6.0,4.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.36,-0.7,-0.66,9.0,15.0,60.0,18.0,3.0,44.4,38.3,8.0,87.5,58.0,8.0,1.0,12.5,4.0,4.0,20.7
30,2018-2019,Bundesliga-Stats,Alexander Schwolow,de GER,GK,Freiburg,26,1992,33.0,33.0,2970.0,33.0,60.0,1.82,170.0,110.0,68.8,7.0,12.0,14.0,5.0,15.2,7.0,7.0,0.0,0.0,0.0,0.0,11.0,0.0,57.2,0.31,-2.8,-0.09,258.0,636.0,40.6,940.0,142.0,39.8,36.7,330.0,79.4,59.4,545.0,13.0,2.4,29.0,0.88,14.8
31,2018-2019,Bundesliga-Stats,Yann Sommer,ch SUI,GK,M'Gladbach,29,1988,34.0,34.0,3060.0,34.0,42.0,1.24,156.0,114.0,75.0,16.0,7.0,11.0,13.0,38.2,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,48.2,0.3,6.2,0.18,174.0,465.0,37.4,1338.0,190.0,26.3,30.5,264.0,42.8,40.0,458.0,26.0,5.7,33.0,0.97,13.8
32,2018-2019,Bundesliga-Stats,Kevin Trapp,de GER,GK,Eint Frankfurt,28,1990,33.0,33.0,2938.0,32.6,48.0,1.47,158.0,111.0,70.3,14.0,9.0,10.0,8.0,24.2,1.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,43.4,0.28,-3.6,-0.11,330.0,705.0,46.8,982.0,104.0,53.1,38.3,222.0,82.9,56.6,441.0,19.0,4.3,37.0,1.13,15.4
33,2018-2019,Bundesliga-Stats,Philipp Tschauner,de GER,GK,Hannover 96,32,1985,1.0,1.0,90.0,1.0,3.0,3.0,6.0,3.0,66.7,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.33,0.0,-0.04,2.0,9.0,22.2,21.0,3.0,33.3,32.0,7.0,28.6,29.3,10.0,1.0,10.0,0.0,0.0,3.0
34,2018-2019,Bundesliga-Stats,Sven Ulreich,de GER,GK,Bayern Munich,29,1988,9.0,8.0,757.0,8.4,9.0,1.07,23.0,14.0,69.6,4.0,3.0,1.0,2.0,25.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,9.9,0.35,0.9,0.11,18.0,51.0,35.3,218.0,56.0,20.6,26.6,37.0,16.2,29.5,61.0,0.0,0.0,8.0,0.95,17.5
35,2018-2019,Bundesliga-Stats,Robin Zentner,de GER,GK,Mainz 05,23,1994,10.0,10.0,900.0,10.0,14.0,1.4,49.0,35.0,71.4,4.0,4.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,12.8,0.26,-1.2,-0.12,46.0,172.0,26.7,252.0,55.0,40.1,36.1,88.0,80.7,60.4,166.0,10.0,6.0,12.0,1.2,14.5
36,2018-2019,Bundesliga-Stats,Ron-Robert Zieler,de GER,GK,Stuttgart,29,1989,34.0,34.0,3060.0,34.0,70.0,2.06,179.0,113.0,62.0,7.0,7.0,20.0,6.0,17.6,3.0,2.0,0.0,1.0,0.0,2.0,7.0,4.0,56.4,0.31,-9.6,-0.28,259.0,714.0,36.3,911.0,129.0,55.4,40.3,305.0,68.5,52.7,518.0,22.0,4.2,41.0,1.21,14.7
0,2022-2023,La-Liga-Stats,Álvaro Aceves,es ESP,GK,Valladolid,19,2003,1.0,0.0,13.0,0.1,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.1,0.9,1.0,2.0,50.0,7.0,3.0,28.6,25.7,1.0,0.0,24.0,1.0,0.0,0.0,2.0,13.85,33.0
1,2022-2023,La-Liga-Stats,Julen Agirrezabala,es ESP,GK,Athletic Club,21,2000,8.0,7.0,675.0,7.5,6.0,0.8,19.0,13.0,68.4,1.0,3.0,3.0,2.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.3,-0.5,-0.06,37.0,101.0,36.6,179.0,33.0,29.6,30.5,62.0,77.4,55.4,96.0,11.0,11.5,10.0,1.33,15.4
2,2022-2023,La-Liga-Stats,Sergio Asenjo,es ESP,GK,Valladolid,33,1989,10.0,10.0,900.0,10.0,21.0,2.1,51.0,30.0,60.8,2.0,2.0,6.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.8,0.31,-4.2,-0.42,58.0,162.0,35.8,260.0,46.0,38.8,35.8,92.0,66.3,51.2,166.0,5.0,3.0,17.0,1.7,16.1
3,2022-2023,La-Liga-Stats,Édgar Badía,es ESP,GK,Elche,30,1992,36.0,36.0,3240.0,36.0,63.0,1.75,200.0,136.0,72.0,5.0,10.0,21.0,4.0,11.1,10.0,7.0,3.0,0.0,30.0,0.0,4.0,2.0,69.5,0.31,8.5,0.24,191.0,422.0,45.3,772.0,166.0,33.8,34.2,296.0,54.4,41.7,574.0,21.0,3.7,20.0,0.56,12.7
4,2022-2023,La-Liga-Stats,Yassine Bounou,ma MAR,GK,Sevilla,31,1991,25.0,25.0,2151.0,23.9,41.0,1.72,106.0,66.0,63.2,7.0,6.0,12.0,4.0,16.0,3.0,2.0,1.0,0.0,33.3,1.0,3.0,2.0,37.3,0.34,-1.7,-0.07,115.0,303.0,38.0,785.0,92.0,27.9,30.9,162.0,51.9,42.1,308.0,20.0,6.5,39.0,1.63,17.4
5,2022-2023,La-Liga-Stats,Claudio Bravo,cl CHI,GK,Betis,39,1983,12.0,12.0,1080.0,12.0,9.0,0.75,42.0,33.0,81.0,5.0,5.0,2.0,4.0,33.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.24,2.0,0.17,75.0,225.0,33.3,288.0,42.0,51.7,39.6,101.0,75.2,52.5,213.0,4.0,1.9,6.0,0.5,12.1
6,2022-2023,La-Liga-Stats,Juan Carlos,es ESP,GK,Girona,34,1988,10.0,10.0,900.0,10.0,18.0,1.8,43.0,25.0,62.8,2.0,2.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,16.7,0.35,-1.3,-0.13,23.0,64.0,35.9,278.0,51.0,17.6,28.7,62.0,24.2,30.3,120.0,6.0,5.0,21.0,2.1,16.9
7,2022-2023,La-Liga-Stats,Thibaut Courtois,be BEL,GK,Real Madrid,30,1992,31.0,31.0,2790.0,31.0,29.0,0.94,118.0,88.0,78.8,20.0,5.0,6.0,10.0,32.3,5.0,4.0,1.0,0.0,20.0,0.0,1.0,0.0,29.7,0.22,0.7,0.02,83.0,214.0,38.8,982.0,194.0,18.4,27.7,152.0,21.7,29.5,366.0,32.0,8.7,40.0,1.29,15.4
8,2022-2023,La-Liga-Stats,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,28,1993,37.0,37.0,3324.0,36.9,49.0,1.33,139.0,94.0,67.6,13.0,10.0,14.0,9.0,24.3,5.0,4.0,0.0,1.0,0.0,0.0,9.0,4.0,44.2,0.3,-0.8,-0.02,152.0,537.0,28.3,816.0,199.0,45.0,38.6,299.0,56.9,46.7,500.0,24.0,4.8,52.0,1.41,16.1
9,2022-2023,La-Liga-Stats,Marko Dmitrović,rs SRB,GK,Sevilla,30,1992,15.0,13.0,1269.0,14.1,13.0,0.92,55.0,43.0,76.4,6.0,4.0,3.0,5.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,12.2,0.23,0.2,0.02,103.0,326.0,31.6,372.0,44.0,58.1,44.0,131.0,84.0,62.4,216.0,12.0,5.6,10.0,0.71,12.2
