,season,league_name,player,nationality,position,team,age,birth_year,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions
19,2023-2024,Serie-A,Vanja Milinković-Savić,rs SRB,GK,Torino,27-027,1997,28.0,28.0,2520.0,28.0,24.0,0.86,108.0,84.0,81.5,10.0,11.0,7.0,14.0,50.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,26.0,0.21,2.0,0.07,189.0,600.0,31.5,994.0,129.0,45.1,38.3,175.0,86.9,66.4,313.0,29.0,9.3,30.0,1.07,13.7
20,2023-2024,Serie-A,Antonio Mirante,it ITA,GK,Milan,40-254,1983,1.0,1.0,90.0,1.0,1.0,1.0,4.0,3.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.33,0.1,0.12,4.0,12.0,33.3,25.0,2.0,40.0,34.4,4.0,50.0,36.0,12.0,0.0,0.0,0.0,0.0,5.5
21,2023-2024,Serie-A,Lorenzo Montipò,it ITA,GK,Hellas Verona,28-027,1996,28.0,28.0,2520.0,28.0,36.0,1.29,118.0,83.0,71.2,6.0,8.0,14.0,7.0,25.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,30.7,0.25,-4.3,-0.16,243.0,566.0,42.9,754.0,86.0,52.0,40.2,230.0,75.7,54.7,373.0,11.0,2.9,38.0,1.36,16.3
22,2023-2024,Serie-A,Juan Musso,ar ARG,GK,Atalanta,29-317,1994,10.0,10.0,900.0,10.0,12.0,1.2,31.0,20.0,67.7,5.0,1.0,4.0,5.0,50.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,8.9,0.22,-2.1,-0.21,38.0,110.0,34.5,281.0,64.0,24.2,29.5,60.0,70.0,50.2,98.0,10.0,10.2,16.0,1.6,16.8
23,2023-2024,Serie-A,Guillermo Ochoa,mx MEX,GK,Salernitana,38-249,1985,20.0,20.0,1800.0,20.0,42.0,2.1,108.0,67.0,67.6,0.0,6.0,14.0,1.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,3.0,1.0,35.8,0.27,-5.2,-0.26,79.0,290.0,27.2,448.0,69.0,44.2,36.7,162.0,56.8,43.3,331.0,9.0,2.7,11.0,0.55,13.8
24,2023-2024,Serie-A,Maduka Okoye,ng NGA,GK,Udinese,24-203,1999,12.0,12.0,1080.0,12.0,16.0,1.33,53.0,38.0,71.7,3.0,4.0,5.0,3.0,25.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,15.0,0.27,0.0,0.0,47.0,133.0,35.3,158.0,24.0,53.8,39.5,83.0,57.8,43.6,197.0,5.0,2.5,2.0,0.17,8.4
25,2023-2024,Serie-A,Rui Patrício,pt POR,GK,Roma,36-032,1988,23.0,23.0,2070.0,23.0,27.0,1.17,74.0,49.0,66.2,11.0,5.0,7.0,6.0,26.1,3.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,23.4,0.29,-1.6,-0.07,90.0,211.0,42.7,492.0,86.0,31.5,31.0,137.0,40.9,34.9,309.0,16.0,5.2,8.0,0.35,11.7
26,2023-2024,Serie-A,Mattia Perin,it ITA,GK,Juventus,31-129,1992,2.0,2.0,180.0,2.0,1.0,0.5,4.0,3.0,75.0,1.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.3,0.2,0.09,5.0,13.0,38.5,42.0,9.0,28.6,29.1,11.0,9.1,18.9,26.0,2.0,7.7,2.0,1.0,15.0
27,2023-2024,Serie-A,Samuele Perisan,it ITA,GK,Empoli,26-210,1997,1.0,1.0,90.0,1.0,2.0,2.0,5.0,3.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.14,-1.3,-1.32,1.0,8.0,12.5,22.0,8.0,27.3,26.3,12.0,16.7,29.6,18.0,0.0,0.0,1.0,1.0,21.0
28,2023-2024,Serie-A,Ivan Provedel,it ITA,GK,Lazio,30-001,1994,28.0,28.0,2519.0,28.0,31.0,1.11,109.0,78.0,73.4,12.0,4.0,12.0,9.0,32.1,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,28.2,0.24,-2.8,-0.1,86.0,225.0,38.2,785.0,99.0,21.9,30.7,157.0,33.8,36.2,346.0,15.0,4.3,16.0,0.57,12.6
29,2023-2024,Serie-A,Boris Radunović,rs SRB,GK,Cagliari,27-297,1996,7.0,7.0,630.0,7.0,12.0,1.71,27.0,16.0,55.6,0.0,2.0,5.0,2.0,28.6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.1,0.38,-0.9,-0.13,41.0,91.0,45.1,156.0,31.0,35.9,37.0,66.0,53.0,43.8,98.0,6.0,6.1,4.0,0.57,11.2
30,2023-2024,Serie-A,Federico Ravaglia,it ITA,GK,Bologna,24-128,1999,3.0,3.0,270.0,3.0,1.0,0.33,7.0,6.0,85.7,2.0,1.0,0.0,2.0,66.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7,0.24,0.7,0.23,4.0,21.0,19.0,103.0,14.0,15.5,25.2,12.0,41.7,35.9,35.0,1.0,2.9,3.0,1.0,23.5
31,2023-2024,Serie-A,Simone Scuffet,it ITA,GK,Cagliari,27-292,1996,22.0,22.0,1980.0,22.0,38.0,1.73,90.0,53.0,60.0,6.0,6.0,10.0,2.0,9.1,2.0,2.0,0.0,0.0,0.0,2.0,8.0,1.0,30.8,0.33,-6.2,-0.28,116.0,300.0,38.7,507.0,85.0,38.7,35.2,176.0,59.1,44.5,330.0,15.0,4.5,18.0,0.82,12.6
32,2023-2024,Serie-A,Marco Silvestri,it ITA,GK,Udinese,33-016,1991,17.0,17.0,1530.0,17.0,28.0,1.65,68.0,40.0,67.6,1.0,11.0,5.0,4.0,23.5,6.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,25.7,0.29,-2.3,-0.14,57.0,168.0,33.9,345.0,68.0,33.6,32.3,105.0,49.5,42.1,282.0,5.0,1.8,7.0,0.41,13.1
33,2023-2024,Serie-A,Łukasz Skorupski,pl POL,GK,Bologna,32-318,1991,26.0,26.0,2340.0,26.0,24.0,0.92,88.0,64.0,76.1,13.0,8.0,5.0,10.0,38.5,6.0,3.0,1.0,2.0,25.0,0.0,2.0,1.0,24.0,0.23,1.0,0.04,92.0,249.0,36.9,681.0,109.0,27.8,30.1,152.0,39.5,37.7,373.0,12.0,3.2,5.0,0.19,10.2
34,2023-2024,Serie-A,Yann Sommer,ch SUI,GK,Inter,35-092,1988,27.0,27.0,2430.0,27.0,13.0,0.48,70.0,56.0,84.3,23.0,3.0,1.0,17.0,63.0,4.0,2.0,1.0,1.0,33.3,0.0,1.0,0.0,17.9,0.21,4.9,0.18,88.0,188.0,46.8,805.0,93.0,18.9,26.8,156.0,23.1,27.5,317.0,15.0,4.7,11.0,0.41,12.0
35,2023-2024,Serie-A,Alessandro Sorrentino,it ITA,GK,Monza,21-350,2002,5.0,3.0,368.0,4.1,13.0,3.18,23.0,10.0,60.9,0.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.34,-1.5,-0.36,12.0,43.0,27.9,100.0,23.0,30.0,31.5,27.0,48.1,41.1,43.0,2.0,4.7,0.0,0.0,9.7
36,2023-2024,Serie-A,Marco Sportiello,it ITA,GK,Milan,31-313,1992,2.0,2.0,180.0,2.0,1.0,0.5,8.0,7.0,87.5,2.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.16,0.3,0.14,5.0,15.0,33.3,69.0,13.0,21.7,28.0,2.0,0.0,28.5,28.0,2.0,7.1,2.0,1.0,13.2
37,2023-2024,Serie-A,Mile Svilar,rs SRB,GK,Roma,24-204,1999,5.0,5.0,450.0,5.0,8.0,1.6,28.0,20.0,71.4,3.0,1.0,1.0,1.0,20.0,1.0,0.0,1.0,0.0,100.0,0.0,2.0,1.0,6.3,0.19,-0.7,-0.15,12.0,25.0,48.0,168.0,35.0,10.7,22.2,27.0,25.9,27.8,79.0,6.0,7.6,2.0,0.4,10.8
38,2023-2024,Serie-A,Wojciech Szczęsny,pl POL,GK,Juventus,33-335,1990,26.0,26.0,2340.0,26.0,22.0,0.85,82.0,61.0,73.2,16.0,6.0,4.0,11.0,42.3,1.0,0.0,1.0,0.0,100.0,0.0,2.0,2.0,20.0,0.23,0.0,0.0,116.0,271.0,42.8,633.0,86.0,33.0,33.1,130.0,47.7,42.7,404.0,20.0,5.0,16.0,0.62,11.6
39,2023-2024,Serie-A,Pietro Terracciano,it ITA,GK,Fiorentina,34-010,1990,26.0,26.0,2340.0,26.0,26.0,1.0,99.0,72.0,78.8,12.0,6.0,8.0,7.0,26.9,6.0,5.0,1.0,0.0,16.7,2.0,3.0,0.0,31.1,0.26,5.1,0.2,129.0,306.0,42.2,820.0,90.0,29.6,32.3,131.0,48.1,39.6,237.0,6.0,2.5,20.0,0.77,14.9
40,2023-2024,Serie-A,Stefano Turati,it ITA,GK,Frosinone,22-195,2001,26.0,26.0,2340.0,26.0,55.0,2.12,132.0,77.0,61.4,5.0,5.0,16.0,2.0,7.7,6.0,4.0,1.0,1.0,20.0,0.0,9.0,1.0,41.8,0.29,-12.2,-0.47,59.0,242.0,24.4,814.0,123.0,24.3,27.9,119.0,37.0,34.4,360.0,16.0,4.4,18.0,0.69,14.0
0,2023-2024,Ligue-1,Alaa Bellaarouch,ma MAR,GK,Strasbourg,22-077,2002,7.0,7.0,630.0,7.0,15.0,2.14,39.0,24.0,64.1,1.0,1.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,50.0,0.0,0.0,1.0,11.0,0.23,-3.0,-0.43,25.0,94.0,26.6,199.0,32.0,42.2,37.1,22.0,45.5,39.7,115.0,13.0,11.3,10.0,1.43,12.1
1,2023-2024,Ligue-1,Marco Bizot,nl NED,GK,Brest,33-008,1991,23.0,23.0,2066.0,23.0,19.0,0.83,88.0,68.0,79.5,11.0,7.0,5.0,10.0,43.5,2.0,1.0,1.0,0.0,50.0,0.0,2.0,0.0,24.0,0.26,5.0,0.22,172.0,373.0,46.1,661.0,89.0,41.6,36.1,138.0,71.0,49.0,265.0,16.0,6.0,33.0,1.44,16.4
2,2023-2024,Ligue-1,Rubén Blanco,es ESP,GK,Marseille,28-237,1995,2.0,1.0,121.0,1.3,2.0,1.49,6.0,4.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.21,-0.7,-0.55,5.0,12.0,41.7,41.0,6.0,26.8,28.4,10.0,10.0,27.0,24.0,4.0,16.7,1.0,0.74,10.4
3,2023-2024,Ligue-1,Marcin Bułka,pl POL,GK,Nice,24-166,1999,26.0,26.0,2340.0,26.0,20.0,0.77,75.0,53.0,77.3,12.0,7.0,7.0,14.0,53.8,6.0,3.0,3.0,0.0,50.0,0.0,0.0,1.0,23.2,0.23,4.2,0.16,56.0,135.0,41.5,828.0,122.0,13.5,23.6,105.0,21.9,25.2,291.0,19.0,6.5,12.0,0.46,11.5
4,2023-2024,Ligue-1,Lucas Chevalier,fr FRA,GK,Lille,22-133,2001,25.0,25.0,2250.0,25.0,22.0,0.88,89.0,67.0,77.5,11.0,9.0,5.0,14.0,56.0,4.0,2.0,2.0,0.0,50.0,0.0,2.0,2.0,25.8,0.25,5.8,0.23,57.0,221.0,25.8,788.0,87.0,23.7,28.6,82.0,41.5,39.3,273.0,13.0,4.8,23.0,0.92,13.7
5,2023-2024,Ligue-1,Grégoire Coudert,fr FRA,GK,Brest,24-350,1999,3.0,2.0,181.0,2.0,0.0,0.0,4.0,4.0,100.0,2.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.07,0.3,0.13,12.0,36.0,33.3,70.0,10.0,41.4,37.2,10.0,70.0,55.4,24.0,0.0,0.0,2.0,0.99,23.0
6,2023-2024,Ligue-1,Rémy Descamps,fr FRA,GK,Nantes,27-267,1996,6.0,6.0,540.0,6.0,11.0,1.83,37.0,26.0,73.0,2.0,2.0,2.0,1.0,16.7,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.5,0.35,1.5,0.26,51.0,125.0,40.8,141.0,28.0,51.1,40.3,71.0,74.6,49.8,116.0,8.0,6.9,0.0,0.0,7.8
7,2023-2024,Ligue-1,Arthur Desmas,fr FRA,GK,Le Havre,29-346,1994,24.0,24.0,2160.0,24.0,29.0,1.21,111.0,83.0,73.9,6.0,9.0,9.0,7.0,29.2,2.0,0.0,1.0,1.0,100.0,0.0,3.0,2.0,33.8,0.31,6.8,0.28,111.0,312.0,35.6,515.0,103.0,45.0,36.7,165.0,48.5,37.3,334.0,21.0,6.3,18.0,0.75,13.1
8,2023-2024,Ligue-1,Mory Diaw,sn SEN,GK,Clermont Foot,30-270,1993,23.0,23.0,2070.0,23.0,40.0,1.74,150.0,110.0,76.0,2.0,7.0,14.0,5.0,21.7,6.0,4.0,1.0,1.0,20.0,0.0,4.0,1.0,41.0,0.25,2.0,0.09,162.0,436.0,37.2,832.0,93.0,43.0,36.7,138.0,56.5,43.9,329.0,30.0,9.1,38.0,1.65,15.2
9,2023-2024,Ligue-1,Guillaume Dietsch,fr FRA,GK,Metz,22-336,2001,1.0,0.0,73.0,0.8,1.0,1.23,3.0,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.31,-0.2,-0.21,6.0,16.0,37.5,19.0,3.0,47.4,36.4,7.0,100.0,63.0,14.0,1.0,7.1,0.0,0.0,3.0
10,2023-2024,Ligue-1,Yehvann Diouf,fr FRA,GK,Reims,24-123,1999,25.0,25.0,2250.0,25.0,34.0,1.36,98.0,64.0,68.4,10.0,5.0,10.0,6.0,24.0,4.0,3.0,1.0,0.0,25.0,0.0,3.0,1.0,29.9,0.27,-3.1,-0.12,96.0,254.0,37.8,845.0,128.0,24.5,29.9,115.0,40.9,36.4,354.0,26.0,7.3,30.0,1.2,14.0
11,2023-2024,Ligue-1,Gianluigi Donnarumma,it ITA,GK,Paris S-G,25-022,1999,21.0,21.0,1809.0,20.1,16.0,0.8,83.0,66.0,83.1,14.0,6.0,1.0,9.0,42.9,3.0,2.0,1.0,0.0,33.3,0.0,2.0,0.0,24.9,0.28,8.9,0.44,30.0,69.0,43.5,537.0,94.0,10.8,23.8,106.0,10.4,20.6,230.0,13.0,5.7,22.0,1.09,13.8
12,2023-2024,Ligue-1,Mathieu Gorgelin,fr FRA,GK,Le Havre,33-226,1990,1.0,1.0,90.0,1.0,2.0,2.0,5.0,3.0,80.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.39,0.9,0.92,3.0,9.0,33.3,17.0,0.0,47.1,33.1,2.0,50.0,32.5,12.0,0.0,0.0,1.0,1.0,14.5
13,2023-2024,Ligue-1,Philipp Köhn,ch SUI,GK,Monaco,25-351,1998,22.0,22.0,1980.0,22.0,32.0,1.45,97.0,65.0,72.2,11.0,5.0,6.0,5.0,22.7,6.0,5.0,1.0,0.0,16.7,1.0,6.0,1.0,32.0,0.27,1.0,0.05,82.0,249.0,32.9,536.0,91.0,32.5,32.1,130.0,57.7,43.5,282.0,22.0,7.8,19.0,0.86,11.3
14,2023-2024,Ligue-1,Alban Lafont,fr FRA,GK,Nantes,25-055,1999,20.0,20.0,1776.0,19.7,29.0,1.47,87.0,58.0,72.4,5.0,2.0,13.0,5.0,25.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,29.4,0.3,0.4,0.02,79.0,257.0,30.7,585.0,92.0,31.6,32.7,125.0,57.6,44.8,256.0,22.0,8.6,23.0,1.17,14.0
15,2023-2024,Ligue-1,Benjamin Lecomte,fr FRA,GK,Montpellier,32-327,1991,25.0,25.0,2250.0,25.0,34.0,1.36,119.0,87.0,73.9,6.0,9.0,10.0,8.0,32.0,4.0,3.0,1.0,0.0,25.0,2.0,2.0,3.0,31.6,0.24,0.6,0.02,130.0,371.0,35.0,647.0,113.0,45.9,36.8,186.0,39.8,35.9,385.0,24.0,6.2,5.0,0.2,8.6
16,2023-2024,Ligue-1,Anthony Lopes,pt POR,GK,Lyon,33-169,1990,23.0,23.0,2070.0,23.0,34.0,1.48,112.0,77.0,73.2,10.0,3.0,10.0,8.0,34.8,5.0,4.0,1.0,0.0,20.0,0.0,4.0,0.0,33.2,0.26,-0.8,-0.03,105.0,293.0,35.8,615.0,107.0,37.6,33.4,146.0,42.5,35.3,320.0,23.0,7.2,22.0,0.96,13.1
17,2023-2024,Ligue-1,Pau López,es ESP,GK,Marseille,29-096,1994,24.0,24.0,2129.0,23.7,24.0,1.01,88.0,64.0,72.7,10.0,9.0,5.0,7.0,29.2,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,21.0,0.24,-3.0,-0.13,63.0,218.0,28.9,747.0,81.0,24.5,29.0,101.0,34.7,33.5,297.0,9.0,3.0,19.0,0.8,14.4
18,2023-2024,Ligue-1,Radosław Majecki,pl POL,GK,Monaco,24-123,1999,3.0,3.0,270.0,3.0,2.0,0.67,18.0,16.0,88.9,2.0,1.0,0.0,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.31,3.0,1.01,8.0,32.0,25.0,67.0,19.0,32.8,33.3,24.0,41.7,35.7,55.0,5.0,9.1,2.0,0.67,10.2
19,2023-2024,Ligue-1,Steve Mandanda,fr FRA,GK,Rennes,38-356,1985,25.0,25.0,2250.0,25.0,31.0,1.24,111.0,82.0,73.9,9.0,9.0,7.0,5.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,26.8,0.23,-2.2,-0.09,99.0,343.0,28.9,772.0,106.0,31.9,32.5,157.0,61.8,44.5,351.0,23.0,6.6,26.0,1.04,14.9
20,2023-2024,Ligue-1,Yvon Mvogo,ch SUI,GK,Lorient,29-286,1994,25.0,25.0,2250.0,25.0,47.0,1.88,157.0,110.0,73.9,6.0,7.0,12.0,3.0,12.0,6.0,6.0,0.0,0.0,0.0,1.0,6.0,0.0,45.6,0.26,-1.4,-0.06,96.0,271.0,35.4,705.0,126.0,28.8,31.5,153.0,44.4,36.5,459.0,20.0,4.4,8.0,0.32,8.1
21,2023-2024,Ligue-1,Keylor Navas,cr CRC,GK,Paris S-G,37-094,1986,2.0,2.0,180.0,2.0,3.0,1.5,6.0,3.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.32,-1.1,-0.53,3.0,6.0,50.0,50.0,6.0,10.0,23.5,8.0,12.5,24.5,20.0,0.0,0.0,2.0,1.0,19.0
22,2023-2024,Ligue-1,Massamba Ndiaye,sn SEN,GK,Clermont Foot,22-162,2001,2.0,2.0,180.0,2.0,2.0,1.0,12.0,10.0,83.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.3,0.27,1.3,0.64,7.0,22.0,31.8,69.0,17.0,26.1,27.8,11.0,36.4,31.5,33.0,3.0,9.1,1.0,0.5,11.2
23,2023-2024,Ligue-1,Alexandre Oukidja,dz ALG,GK,Metz,35-243,1988,25.0,25.0,2177.0,24.2,36.0,1.49,132.0,96.0,75.8,6.0,5.0,14.0,5.0,20.0,4.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,31.5,0.22,-4.5,-0.19,161.0,459.0,35.1,518.0,96.0,55.4,41.4,196.0,87.8,58.7,399.0,31.0,7.8,17.0,0.7,10.2
24,2023-2024,Ligue-1,Denis Petrić,rs SRB,GK,Nantes,35-299,1988,1.0,0.0,24.0,0.3,1.0,3.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.28,-0.7,-2.71,1.0,2.0,50.0,7.0,2.0,28.6,30.7,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
25,2023-2024,Ligue-1,Guillaume Restes,fr FRA,GK,Toulouse,19-007,2005,26.0,26.0,2340.0,26.0,36.0,1.38,109.0,73.0,70.6,7.0,8.0,11.0,4.0,15.4,4.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,36.0,0.3,0.0,0.0,74.0,232.0,31.9,562.0,69.0,28.3,29.5,141.0,51.8,39.9,404.0,4.0,1.0,12.0,0.46,10.1
26,2023-2024,Ligue-1,Rémy Riou,fr FRA,GK,Lyon,36-225,1987,3.0,3.0,270.0,3.0,6.0,2.0,14.0,8.0,57.1,0.0,1.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.7,0.33,-1.3,-0.44,5.0,24.0,20.8,81.0,13.0,16.0,26.1,23.0,47.8,39.0,32.0,3.0,9.4,3.0,1.0,13.4
27,2023-2024,Ligue-1,Brice Samba,fr FRA,GK,Lens,29-328,1994,26.0,26.0,2340.0,26.0,27.0,1.04,104.0,77.0,78.8,12.0,6.0,8.0,12.0,46.2,7.0,5.0,1.0,1.0,16.7,0.0,6.0,1.0,34.9,0.29,8.9,0.34,135.0,299.0,45.2,763.0,116.0,33.2,32.0,127.0,36.2,31.9,307.0,28.0,9.1,20.0,0.77,13.5
28,2023-2024,Ligue-1,Matz Sels,be BEL,GK,Strasbourg,32-021,1992,19.0,19.0,1710.0,19.0,24.0,1.26,62.0,40.0,62.9,6.0,7.0,6.0,3.0,15.8,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,20.0,0.31,-2.0,-0.11,88.0,226.0,38.9,505.0,68.0,37.4,34.5,113.0,32.7,33.7,257.0,6.0,2.3,19.0,1.0,13.9
29,2023-2024,Ligue-1,Arnau Tenas,es ESP,GK,Paris S-G,22-293,2001,3.0,2.0,259.0,2.9,2.0,0.69,13.0,11.0,84.6,1.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.3,0.18,0.3,0.12,3.0,17.0,17.6,84.0,12.0,15.5,26.8,21.0,19.0,28.3,42.0,1.0,2.4,3.0,1.04,15.1
